NC_genome COG Start End Ui
NC_014019 COG0667 4240843 4241760 12
NC_014019 COG2057 4242101 4242748 6
NC_014019 COG1788 4242790 4243479 7
NC_014019 COG0183 4243715 4244902 9
NC_014019 COG0119 4245080 4245976 11
NC_014019 COG1073 4246045 4246956 7
NC_014019 COG4918 4246953 4247291 2
NC_014019 COG3369 4247422 4247637 2
NC_014019 COG0300 4247711 4248505 3
NC_014019 COG0491 4248529 4249485 7
NC_014019 COG0345 4249754 4250602 9
NC_014019 COG1902 4250740 4251756 12
NC_014019 COG1234 4251785 4252714 8
NC_014019 COG0161 4252783 4254141 17
NC_014019 COG1012 4254235 4255704 14
NC_014019 COG3835 4255912 4257543 14
NC_014019 COG0044 4258516 4259934 14
NC_014019 COG0167 4259954 4261234 12
NC_014019 COG0493 4261256 4262617 14
NC_014019 COG2195 4262843 4263961 10
NC_014019 COG4799 4263987 4265537 17
NC_014019 COG3185 4265530 4265955 5
NC_014019 COG1376 4266277 4266801 6
NC_014019 COG4129 4266900 4267850 6
NC_014019 COG1126 4268010 4268732 6
NC_014019 COG0765 4268725 4269384 6
NC_014019 COG0834 4269416 4270225 5
NC_014019 COG1703 4271132 4272127 15
NC_014019 COG1884 4272144 4274294 16
NC_014019 COG1884 4274287 4276323 17
NC_014019 COG0508 4276583 4277842 13
NC_014019 COG0022 4277858 4278841 8
NC_014019 COG1071 4278854 4279846 10
NC_014019 COG1249 4279867 4281288 14
NC_014019 COG3426 4281317 4282402 9
NC_014019 COG0334 4282493 4283596 11
NC_014019 COG0280 4283609 4284520 6
NC_014019 COG3829 4284759 4286828 19
NC_014019 COG0584 4287269 4287997 5
NC_014019 COG3104 4288587 4289918 15
NC_014019 COG2204 4290310 4291098 6
NC_014019 COG0750 4291326 4292606 14
NC_014019 COG0497 4292789 4294516 19
NC_014019 COG1438 4294533 4294982 6
NC_014019 COG1189 4295144 4295971 14
NC_014019 COG1154 4295968 4297869 22
NC_014019 COG0142 4298191 4299087 12
NC_014019 COG1722 4299087 4299320 5
NC_014019 COG1570 4299324 4300667 16
NC_014019 COG0781 4300749 4301141 3
NC_014019 COG1302 4301363 4301764 4
NC_014019 COG4770 4301794 4303146 18
NC_014019 COG0511 4303159 4303665 8
NC_014019 COG3854 4308319 4309266 8
NC_014019 COG0231 4309749 4310306 3
NC_014019 COG0006 4310326 4311384 3
NC_014019 COG0757 4311386 4311823 3
NC_014019 COG3872 4312795 4313751 16
NC_014019 COG1752 4314229 4315110 19
NC_014019 COG1321 4315212 4315643 5
NC_014019 COG0095 4319084 4319917 12
NC_014019 COG0607 4320148 4320531 4
NC_014019 COG1003 4320576 4322054 15
NC_014019 COG0403 4322047 4323393 17
NC_014019 COG0404 4323414 4324514 10
NC_014019 COG0553 4325000 4326673 26
NC_014019 COG4940 4328102 4328539 3
NC_014019 COG2165 4328536 4328874 1
NC_014019 COG4537 4328858 4329295 6
NC_014019 COG4537 4329282 4329593 3
NC_014019 COG1459 4329608 4330654 8
NC_014019 COG2804 4330645 4331697 8
NC_014019 COG1393 4331967 4332350 4
NC_014019 COG0491 4332886 4333518 4
NC_014019 COG2866 4333939 4334841 9
NC_014019 COG1940 4334953 4335921 10
NC_014019 COG4483 4335924 4336130 0
NC_014019 COG0705 4336312 4337832 19
NC_014019 COG1836 4338195 4338992 8
NC_014019 COG0212 4338979 4339545 5
NC_014019 COG0267 4339592 4339741 2
NC_014019 COG1208 4339984 4342263 19
NC_014019 COG0438 4342260 4344578 37
NC_014019 COG3330 4344571 4345065 2
NC_014019 COG0704 4345259 4345918 7
NC_014019 COG1117 4345941 4346669 4
NC_014019 COG0768 4347373 4349550 29
NC_014019 COG0605 4351119 4351727 6
NC_014019 COG2839 4352436 4352921 4
NC_014019 COG2814 4354208 4355419 14
NC_014019 COG0821 4355971 4357083 9
NC_014019 COG5663 4357749 4358324 8
NC_014019 COG0735 4358355 4358768 4
NC_014019 COG1108 4358765 4359607 9
NC_014019 COG1121 4359604 4360383 7
NC_014019 COG0648 4360958 4361845 9
NC_014019 COG0513 4361874 4363193 14
NC_014019 COG0761 4364212 4365162 10
NC_014019 COG0327 4365210 4366331 13
NC_014019 COG2384 4366328 4367032 9
NC_014019 COG2010 4367202 4367561 3
NC_014019 COG1960 4367693 4368832 16
NC_014019 COG0568 4369217 4370350 10
NC_014019 COG0358 4370416 4372224 17
NC_014019 COG1671 4372266 4372607 3
NC_014019 COG1806 4373048 4373851 9
NC_014019 COG0517 4373885 4374526 4
NC_014019 COG1381 4374782 4375546 4
NC_014019 COG1159 4375873 4376778 11
NC_014019 COG0295 4376771 4377169 8
NC_014019 COG0818 4377261 4377536 2
NC_014019 COG0319 4377616 4378086 3
NC_014019 COG1480 4378083 4380128 31
NC_014019 COG1702 4380255 4381229 8
NC_014019 COG4864 4383274 4384257 12
NC_014019 COG1030 4384257 4385588 13
NC_014019 COG1610 4385768 4386211 5
NC_014019 COG0828 4386227 4386400 0
NC_014019 COG0621 4386627 4387985 15
NC_014019 COG1385 4387991 4388743 7
NC_014019 COG2264 4388763 4389704 14
NC_014019 COG0484 4389822 4390952 16
NC_014019 COG0443 4391188 4393005 20
NC_014019 COG0576 4393036 4393596 8
NC_014019 COG1420 4393702 4394730 7
NC_014019 COG0635 4394822 4395961 14
NC_014019 COG0481 4396137 4397960 13
NC_014019 COG0268 4399878 4400144 3
NC_014019 COG1466 4400179 4401195 8
NC_014019 COG2333 4401714 4404005 13
NC_014019 COG2131 4404074 4404640 9
NC_014019 COG1555 4404737 4405372 12
NC_014019 COG0345 4405469 4406299 9
NC_014019 COG2227 4406340 4407098 7
NC_014019 COG0799 4407095 4407448 3
NC_014019 COG1713 4407441 4408013 4
NC_014019 COG1057 4408000 4408572 5
NC_014019 COG1534 4408633 4408932 5
NC_014019 COG0169 4408951 4409790 10
NC_014019 COG1161 4409810 4410916 10
NC_014019 COG2179 4410920 4411432 5
NC_014019 COG0688 4412196 4412978 11
NC_014019 COG1183 4413093 4413632 3
NC_014019 COG1191 4414170 4414898 6
NC_014019 COG0626 4415913 4417046 8
NC_014019 COG0031 4417048 4417971 6
NC_014019 COG0775 4418114 4418809 7
NC_014019 COG0768 4420620 4422386 14
NC_014019 COG1335 4422509 4423060 7
NC_014019 COG0782 4423186 4423662 4
NC_014019 COG0572 4423881 4424516 5
NC_014019 COG0826 4424524 4425786 10
NC_014019 COG0826 4425826 4426755 14
NC_014019 COG4122 4426752 4427408 7
NC_014019 COG1559 4427590 4428693 11
NC_014019 COG3906 4429106 4429390 3
NC_014019 COG0816 4429545 4429961 1
NC_014019 COG4472 4429962 4430231 3
NC_014019 COG0013 4430316 4432949 23
NC_014019 COG0628 4433338 4434399 10
NC_014019 COG0507 4435007 4437364 24
NC_014019 COG3063 4437389 4438048 8
NC_014019 COG0482 4438206 4439318 11
NC_014019 COG1104 4439425 4440567 13
NC_014019 COG1959 4440591 4441007 5
NC_014019 COG2256 4441234 4442511 12
NC_014019 COG0581 4442558 4443487 14
NC_014019 COG0573 4443484 4444371 9
NC_014019 COG0226 4444496 4445380 11
NC_014019 COG1179 4445803 4446567 6
NC_014019 COG0173 4447030 4448808 16
NC_014019 COG0124 4448821 4450089 7
NC_014019 COG0860 4450803 4451705 13
NC_014019 COG1490 4451696 4452157 4
NC_014019 COG0317 4452173 4454371 26
NC_014019 COG0503 4454557 4455069 3
NC_014019 COG0608 4455085 4457427 29
NC_014019 COG0342 4457568 4459805 23
NC_014019 COG2244 4460360 4461910 15
NC_014019 COG2323 4461931 4462569 3
NC_014019 COG1862 4463150 4463413 5
NC_014019 COG0343 4463486 4464625 17
NC_014019 COG0809 4464649 4465677 12
NC_014019 COG2255 4465898 4466899 9
NC_014019 COG0632 4466916 4467527 5
NC_014019 COG3861 4468595 4469731 9
NC_014019 COG1388 4471544 4472824 10
NC_014019 COG0379 4473039 4474139 10
NC_014019 COG0157 4474096 4474989 12
NC_014019 COG0029 4475026 4476570 11
NC_014019 COG1827 4477811 4478356 5
NC_014019 COG0077 4478386 4479258 5
NC_014019 COG4492 4479287 4479736 0
NC_014019 COG0536 4479770 4481056 12
NC_014019 COG3290 4481108 4481644 6
NC_014019 COG0211 4481816 4482109 2
NC_014019 COG2868 4482126 4482458 3
NC_014019 COG0261 4482468 4482776 4
NC_014019 COG1530 4482941 4484410 20
NC_014019 COG1994 4484494 4485360 7
NC_014019 COG0739 4485353 4486135 5
NC_014019 COG2894 4486256 4487056 4
NC_014019 COG0850 4487059 4487742 8
NC_014019 COG2891 4487859 4488377 5
NC_014019 COG1792 4488377 4489258 9
NC_014019 COG1077 4489278 4490303 12
NC_014019 COG2003 4490533 4491219 5
NC_014019 COG0424 4491235 4491804 10
NC_014019 COG1989 4493072 4493863 6
NC_014019 COG2322 4494240 4494797 9
NC_014019 COG0285 4494954 4496252 20
NC_014019 COG0525 4496349 4498991 23
NC_014019 COG0001 4502181 4503470 14
NC_014019 COG0113 4503487 4504467 11
NC_014019 COG1587 4504485 4505258 6
NC_014019 COG0181 4505258 4506190 9
NC_014019 COG0755 4506204 4507037 13
NC_014019 COG0373 4507052 4508392 7
NC_014019 COG0218 4509301 4509888 7
NC_014019 COG0466 4509885 4512185 22
NC_014019 COG1067 4512469 4514136 13
NC_014019 COG1219 4514289 4515554 13
NC_014019 COG0544 4515939 4517225 19
NC_014019 COG3118 4517447 4518448 10
NC_014019 COG0066 4518550 4519140 3
NC_014019 COG0065 4519155 4520570 15
NC_014019 COG0473 4520629 4521738 18
NC_014019 COG0119 4521758 4523293 16
NC_014019 COG0059 4523280 4524305 6
NC_014019 COG0440 4524369 4524881 4
NC_014019 COG0028 4524878 4526596 12
NC_014019 COG0622 4527451 4527963 4
NC_014019 COG0127 4527979 4528572 5
NC_014019 COG0689 4528582 4529328 5
NC_014019 COG5401 4529463 4530548 10
NC_014019 COG0796 4530662 4531456 5
NC_014019 COG1846 4531467 4531910 6
NC_014019 COG0306 4532850 4533848 7
NC_014019 COG1392 4533864 4534481 6
NC_014019 COG0768 4534939 4536957 29
NC_014019 COG2141 4537471 4538595 10
NC_014019 COG0431 4538592 4539146 2
NC_014019 COG0600 4539216 4540070 5
NC_014019 COG0715 4540081 4541067 13
NC_014019 COG1116 4541101 4541844 9
NC_014019 COG0475 4542032 4543246 13
NC_014019 COG0490 4543247 4543747 7
NC_014019 COG2197 4544426 4544650 2
NC_014019 COG0824 4544824 4545273 6
NC_014019 COG0479 4545337 4546110 9
NC_014019 COG1053 4546114 4547901 17
NC_014019 COG2009 4547931 4548539 5
NC_014019 COG0527 4549608 4550840 11
NC_014019 COG0322 4551225 4552991 19
NC_014019 COG3118 4553216 4553530 5
NC_014019 COG2025 4553952 4554932 7
NC_014019 COG2086 4554966 4555739 7
NC_014019 COG1024 4555758 4556531 6
NC_014019 COG1309 4556611 4557195 9
NC_014019 COG0318 4557309 4559000 19
NC_014019 COG0620 4559218 4560324 8
NC_014019 COG3766 4560475 4560882 6
NC_014019 COG1193 4561064 4563427 24
NC_014019 COG1796 4563447 4565159 22
NC_014019 COG1286 4565358 4565903 3
NC_014019 COG3027 4565912 4566172 3
NC_014019 COG1039 4566316 4567230 4
NC_014019 COG0072 4567264 4569678 24
NC_014019 COG0016 4569692 4570726 13
NC_014019 COG0566 4571065 4571823 13
NC_014019 COG1363 4572233 4573318 8
NC_014019 COG4508 4573396 4573884 3
NC_014019 COG3326 4574413 4574673 2
NC_014019 COG0292 4574734 4575093 4
NC_014019 COG0291 4575133 4575333 1
NC_014019 COG0290 4575355 4575858 2
NC_014019 COG0441 4576222 4578159 22
NC_014019 COG1484 4579491 4580423 6
NC_014019 COG3611 4580456 4581883 17
NC_014019 COG1327 4581956 4582417 4
NC_014019 COG1586 4583141 4583521 4
NC_014019 COG0057 4583948 4584979 10
NC_014019 COG0237 4585198 4585794 8
NC_014019 COG1971 4585818 4586447 3
NC_014019 COG0266 4586508 4587341 10
NC_014019 COG0749 4587363 4589990 26
NC_014019 COG5002 4590319 4592091 18
NC_014019 COG0745 4592084 4592800 8
NC_014019 COG2030 4592979 4593455 4
NC_014019 COG0039 4593589 4594527 8
NC_014019 COG0538 4594556 4595842 12
NC_014019 COG0372 4595924 4597042 12
NC_014019 COG2707 4597403 4597864 6
NC_014019 COG0628 4597979 4599088 14
NC_014019 COG3030 4599128 4599517 4
NC_014019 COG0469 4599600 4601360 24
NC_014019 COG0825 4601840 4602817 9
NC_014019 COG0777 4602811 4603692 6
NC_014019 COG2186 4603920 4604522 4
NC_014019 COG0281 4604602 4605831 11
NC_014019 COG0587 4606032 4609388 32
NC_014019 COG0618 4610419 4611357 9
NC_014019 COG4109 4611931 4613247 11
NC_014019 COG2220 4613977 4614654 5
NC_014019 COG0686 4614768 4615889 14
NC_014019 COG0165 4616372 4617760 13
NC_014019 COG0137 4617757 4618965 10
NC_014019 COG0282 4620693 4621883 13
NC_014019 COG0827 4622080 4623072 5
NC_014019 COG2077 4623220 4623714 2
NC_014019 COG3874 4623891 4624358 2
NC_014019 COG1714 4625398 4625901 4
NC_014019 COG0616 4625912 4626922 12
NC_014019 COG0061 4627072 4627872 11
NC_014019 COG1574 4627896 4629488 15
NC_014019 COG0301 4629889 4631100 9
NC_014019 COG1104 4631107 4632249 20
NC_014019 COG4477 4632521 4634212 15
NC_014019 COG1387 4634426 4635220 7
NC_014019 COG1309 4635212 4635859 10
NC_014019 COG1956 4636077 4636556 3
NC_014019 COG0522 4636973 4637575 8
NC_014019 COG0162 4637649 4638908 12
NC_014019 COG0365 4639334 4641049 17
NC_014019 COG0517 4641997 4642638 3
NC_014019 COG0123 4642638 4643801 11
NC_014019 COG1360 4643830 4644441 5
NC_014019 COG1291 4644476 4645279 6
NC_014019 COG1609 4645333 4646331 15
NC_014019 COG2876 4646890 4647966 10
NC_014019 COG4768 4649465 4649950 5
NC_014019 COG2309 4650233 4651348 17
NC_014019 COG0773 4651390 4652691 11
NC_014019 COG1674 4653870 4656980 34
NC_014019 COG0073 4657410 4658015 8
NC_014019 COG4848 4658018 4658821 10
NC_014019 COG0526 4658903 4659220 3
NC_014019 COG1986 4659373 4659897 5
NC_014019 COG1363 4659956 4661029 12
NC_014019 COG5584 4661182 4661493 2
NC_014019 COG0491 4661462 4662319 5
NC_014019 COG0220 4662395 4663045 12
NC_014019 COG0510 4663458 4664252 10
NC_014019 COG1523 4664444 4666585 16
NC_014019 COG1514 4667740 4668294 3
NC_014019 COG0031 4668485 4669417 9
NC_014019 COG0624 4669450 4670853 13
NC_014019 COG1349 4671262 4671483 2
NC_014019 COG1187 4671706 4672422 2
NC_014019 COG2244 4672474 4674117 23
NC_014019 COG2081 4674328 4675599 4
NC_014019 COG0607 4676301 4676612 2
NC_014019 COG0495 4676852 4679266 25
NC_014019 COG2610 4680054 4681070 9
NC_014019 COG2814 4681533 4682720 14
NC_014019 COG1242 4683480 4684442 7
NC_014019 COG0275 4684439 4685008 12
NC_014019 COG2267 4686111 4686887 6
NC_014019 COG0663 4686995 4687522 12
NC_014019 COG0438 4688257 4689402 6
NC_014019 COG0192 4689434 4690636 8
NC_014019 COG1866 4691261 4692850 9
NC_014019 COG1506 4693182 4693964 10
NC_014019 COG0715 4694137 4695135 7
NC_014019 COG1116 4695128 4695907 7
NC_014019 COG0600 4695981 4696700 4
NC_014019 COG0494 4696747 4697217 2
NC_014019 COG4824 4697717 4698142 1
NC_014019 COG0783 4698234 4698674 6
NC_014019 COG1854 4698838 4699311 4
NC_014019 COG0759 4699462 4699689 3
NC_014019 COG0288 4699693 4700265 6
NC_014019 COG0523 4700446 4701573 8
NC_014019 COG0803 4701657 4702616 7
NC_014019 COG0254 4702646 4702891 1
NC_014019 COG1271 4703044 4704378 15
NC_014019 COG1294 4704394 4705431 10
NC_014019 COG0716 4705462 4705920 2
NC_014019 COG4378 4706746 4707027 1
NC_014019 COG0208 4707693 4708736 10
NC_014019 COG0209 4708753 4710996 15
NC_014019 COG4948 4711596 4712699 7
NC_014019 COG0318 4712703 4714166 16
NC_014019 COG0447 4714249 4715067 7
NC_014019 COG0596 4715084 4715893 8
NC_014019 COG1165 4715897 4717651 11
NC_014019 COG1169 4717638 4719059 15
NC_014019 COG1734 4719411 4720163 6
NC_014019 COG2013 4720258 4721055 7
NC_014019 COG0058 4721094 4723505 26
NC_014019 COG0297 4723519 4724949 17
NC_014019 COG0448 4724946 4725971 15
NC_014019 COG0448 4725994 4727145 9
NC_014019 COG0296 4727096 4729057 16
NC_014019 COG0318 4736899 4738485 14
NC_014019 COG1285 4738605 4739282 11
NC_014019 COG1648 4739309 4739917 6
NC_014019 COG2138 4739898 4740665 9
NC_014019 COG0007 4740679 4741458 7
NC_014019 COG0529 4741550 4742149 6
NC_014019 COG2046 4742162 4743313 10
NC_014019 COG0306 4743366 4744445 8
NC_014019 COG0175 4744465 4745178 5
NC_014019 COG1624 4745848 4746474 3
NC_014019 COG0346 4746572 4746955 4
NC_014019 COG0166 4748605 4749954 17
NC_014019 COG1009 4750845 4753067 27
NC_014019 COG2111 4753064 4753486 6
NC_014019 COG1006 4753486 4753827 4
NC_014019 COG0651 4753817 4755301 19
NC_014019 COG1863 4755308 4755784 5
NC_014019 COG2212 4755785 4756069 2
NC_014019 COG1320 4756053 4756415 2
NC_014019 COG1979 4756460 4757623 9
NC_014019 COG2155 4757844 4758074 4
NC_014019 COG1098 4758110 4758511 3
NC_014019 COG0436 4758719 4759879 16
NC_014019 COG1522 4759879 4760379 6
NC_014019 COG0596 4760538 4761386 8
NC_014019 COG1168 4761555 4762727 14
NC_014019 COG2032 4762763 4763287 8
NC_014019 COG5018 4764091 4764705 6
NC_014019 COG2050 4765050 4765433 2
NC_014019 COG1418 4766085 4766621 5
NC_014019 COG2056 4766981 4768300 13
NC_014019 COG0260 4768568 4770061 15
NC_014019 COG1963 4770307 4770783 3
NC_014019 COG3584 4770826 4771329 4
NC_014019 COG1252 4772001 4773215 16
NC_014019 COG0492 4773709 4774701 8
NC_014019 COG0316 4775396 4775761 5
NC_014019 COG0253 4775837 4776691 10
NC_014019 COG4844 4776993 4777232 2
NC_014019 COG1252 4777615 4778679 12
NC_014019 COG4837 4778723 4779049 7
NC_014019 COG0694 4779243 4779473 4
NC_014019 COG0083 4779563 4780477 8
NC_014019 COG0498 4780471 4781532 16
NC_014019 COG0460 4781532 4782833 16
NC_014019 COG1052 4783075 4784064 17
NC_014019 COG1267 4785360 4785860 7
NC_014019 COG0647 4785897 4786667 7
NC_014019 COG2445 4786742 4787179 6
NC_014019 COG4470 4787656 4787931 2
NC_014019 COG0320 4788808 4789707 16
NC_014019 COG0739 4790024 4791025 9
NC_014019 COG0733 4791172 4792686 20
NC_014019 COG3377 4793758 4794060 2
NC_014019 COG1801 4794192 4795046 5
NC_014019 COG0719 4795149 4796546 12
NC_014019 COG0822 4796598 4797026 2
NC_014019 COG0520 4797016 4798236 6
NC_014019 COG0719 4798236 4799543 15
NC_014019 COG0396 4799561 4800346 6
NC_014019 COG0599 4800586 4800951 3
NC_014019 COG1464 4801074 4801910 8
NC_014019 COG2011 4801928 4802596 5
NC_014019 COG1135 4802589 4803614 12
NC_014019 COG3118 4804034 4804333 4
NC_014019 COG1658 4804348 4804698 4
NC_014019 COG0509 4805205 4805588 2
NC_014019 COG1393 4805724 4806080 3
NC_014019 COG1960 4806196 4807980 19
NC_014019 COG0183 4808004 4809182 13
NC_014019 COG1250 4809195 4811399 22
NC_014019 COG0506 4811989 4812906 12
NC_014019 COG4114 4813334 4814104 7
NC_014019 COG1120 4814094 4814921 6
NC_014019 COG0609 4814948 4815997 12
NC_014019 COG0609 4815994 4816998 10
NC_014019 COG0614 4817178 4818164 7
NC_014019 COG0841 4818658 4821768 27
NC_014019 COG1309 4822038 4822910 9
NC_014019 COG2928 4822935 4823519 6
NC_014019 COG4221 4823691 4824113 3
NC_014019 COG2271 4824243 4825445 12
NC_014019 COG1182 4825637 4826263 2
NC_014019 COG5002 4826406 4827761 17
NC_014019 COG0745 4827739 4828464 3
NC_014019 COG0707 4828623 4829750 9
NC_014019 COG0671 4829913 4830539 3
NC_014019 COG1846 4830946 4831383 3
NC_014019 COG0778 4831411 4832052 7
NC_014019 COG1977 4832086 4832319 0
NC_014019 COG0314 4832322 4832786 4
NC_014019 COG1763 4832783 4833310 8
NC_014019 COG0303 4833298 4834563 17
NC_014019 COG0476 4834590 4835606 14
NC_014019 COG0746 4835768 4836337 5
NC_014019 COG2896 4836350 4837366 7
NC_014019 COG1526 4837413 4838210 10
NC_014019 COG5609 4838226 4838570 4
NC_014019 COG3383 4838941 4841880 24
NC_014019 COG2427 4841892 4842371 8
NC_014019 COG0725 4842497 4843294 13
NC_014019 COG4149 4843302 4843958 9
NC_014019 COG0691 4844588 4845055 7
NC_014019 COG0557 4845207 4847549 23
NC_014019 COG1647 4847588 4848328 8
NC_014019 COG1314 4848596 4848829 1
NC_014019 COG0148 4849038 4850333 10
NC_014019 COG0696 4850358 4851890 11
NC_014019 COG0149 4851890 4852645 10
NC_014019 COG0126 4852821 4854005 14
NC_014019 COG0057 4854315 4855322 14
NC_014019 COG2390 4855368 4856396 10
NC_014019 COG0695 4856530 4856778 4
NC_014019 COG1508 4856791 4858101 14
NC_014019 COG0740 4859556 4860143 8
NC_014019 COG1925 4860178 4860432 3
NC_014019 COG1481 4860461 4861405 9
NC_014019 COG0391 4861439 4862425 8
NC_014019 COG1660 4862422 4863315 7
NC_014019 COG1051 4863357 4863815 2
NC_014019 COG0492 4864119 4865072 6
NC_014019 COG2956 4865184 4866686 14
NC_014019 COG0139 4866868 4867491 8
NC_014019 COG0107 4867488 4868246 11
NC_014019 COG0106 4868246 4868980 7
NC_014019 COG0118 4868967 4869614 7
NC_014019 COG0131 4869615 4870199 10
NC_014019 COG0141 4870275 4871543 14
NC_014019 COG0040 4871559 4872191 1
NC_014019 COG3705 4872191 4873372 18
NC_014019 COG0110 4873556 4874083 3
NC_014019 COG0546 4874080 4874727 11
NC_014019 COG0682 4874788 4875621 3
NC_014019 COG1493 4875638 4876573 10
NC_014019 COG1950 4876764 4877129 1
NC_014019 COG1983 4877132 4877326 4
NC_014019 COG3595 4877368 4878459 12
NC_014019 COG0178 4878898 4881774 24
NC_014019 COG0556 4881781 4883760 19
NC_014019 COG3829 4884096 4885757 16
NC_014019 COG1012 4885823 4887394 15
NC_014019 COG0506 4887422 4888336 5
NC_014019 COG4897 4888652 4888876 1
NC_014019 COG0265 4888903 4890093 15
NC_014019 COG0793 4890256 4891695 12
NC_014019 COG3883 4891869 4893077 12
NC_014019 COG2177 4893238 4894062 9
NC_014019 COG2884 4894118 4894804 6
NC_014019 COG0655 4895146 4895682 4
NC_014019 COG2010 4895708 4896022 3
NC_014019 COG0805 4896147 4896863 7
NC_014019 COG3540 4897168 4898928 10
NC_014019 COG1186 4899207 4900187 5
NC_014019 COG0653 4900405 4902921 31
NC_014019 COG1246 4903148 4903552 2
NC_014019 COG1544 4903624 4904175 8
NC_014019 COG1516 4904706 4905107 0
NC_014019 COG1345 4905124 4906920 15
NC_014019 COG1113 4908134 4909531 18
NC_014019 COG0591 4909569 4911281 19
NC_014019 COG1012 4911933 4913390 12
NC_014019 COG1454 4913418 4914614 9
NC_014019 COG1510 4914657 4915211 5
NC_014019 COG1551 4915440 4915670 2
NC_014019 COG1699 4915695 4916117 6
NC_014019 COG1344 4916199 4917080 3
NC_014019 COG1256 4917083 4918606 17
NC_014019 COG2747 4919108 4919362 4
NC_014019 COG1040 4919997 4920494 4
NC_014019 COG4098 4920686 4922194 9
NC_014019 COG1307 4922274 4923119 10
NC_014019 COG1728 4923226 4923663 7
NC_014019 COG1516 4923783 4924214 7
NC_014019 COG2197 4924637 4925320 5
NC_014019 COG4585 4925398 4926546 7
NC_014019 COG1739 4926986 4927621 2
NC_014019 COG1316 4927818 4928816 14
NC_014019 COG0472 4928855 4929907 8
NC_014019 COG2268 4931091 4932620 8
NC_014019 COG1922 4932657 4933364 11
NC_014019 COG0677 4933431 4934714 7
NC_014019 COG1210 4934960 4935844 11
NC_014019 COG4715 4936086 4937648 15
NC_014019 COG0553 4937641 4940271 27
NC_014019 COG0791 4940569 4941615 12
NC_014019 COG0629 4942153 4942515 1
NC_014019 COG1396 4943573 4943995 6
NC_014019 COG0764 4944024 4944458 3
NC_014019 COG4786 4944542 4945363 6
NC_014019 COG4786 4945387 4946211 6
NC_014019 COG1077 4946326 4947327 11
NC_014019 COG0739 4948054 4948884 11
NC_014019 COG2385 4949047 4950069 14
NC_014019 COG0766 4950232 4951536 15
NC_014019 COG4836 4952469 4952705 3
NC_014019 COG0355 4952980 4953384 3
NC_014019 COG0055 4953411 4954832 19
NC_014019 COG0224 4954869 4955726 8
NC_014019 COG0056 4955832 4957340 19
NC_014019 COG0712 4957356 4957901 7
NC_014019 COG0711 4957898 4958416 5
NC_014019 COG0636 4958519 4958731 1
NC_014019 COG0356 4958822 4959532 4
NC_014019 COG1404 4960448 4962640 17
NC_014019 COG0381 4962708 4963859 8
NC_014019 COG0035 4963882 4964511 6
NC_014019 COG0112 4964725 4965969 11
NC_014019 COG4475 4966087 4966638 3
NC_014019 COG0698 4966674 4967135 4
NC_014019 COG0394 4967216 4967644 2
NC_014019 COG1971 4967873 4968433 4
NC_014019 COG0009 4968501 4969541 14
NC_014019 COG1246 4969734 4970180 3
NC_014019 COG2890 4971277 4972128 11
NC_014019 COG0216 4972128 4973195 10
NC_014019 COG1435 4973334 4973957 5
NC_014019 COG0254 4974153 4974353 4
NC_014019 COG1158 4974508 4975782 19
NC_014019 COG0766 4976309 4977595 18
NC_014019 COG0176 4977803 4978447 13
NC_014019 COG0191 4978585 4979442 11
NC_014019 COG2204 4979667 4980038 8
NC_014019 COG0504 4980849 4982456 11
NC_014019 COG3343 4982777 4983313 2
NC_014019 COG1884 4983664 4986906 29
NC_014019 COG1309 4986903 4987547 8
NC_014019 COG1960 4987575 4988708 10
NC_014019 COG1960 4988720 4989847 7
NC_014019 COG1250 4989860 4990714 7
NC_014019 COG0183 4990730 4991893 7
NC_014019 COG0247 4991998 4994109 23
NC_014019 COG1502 4994308 4995501 9
NC_014019 COG4294 4995526 4996479 8
NC_014019 COG0018 4996511 4998181 7
NC_014019 COG4506 4998178 4998627 2
NC_014019 COG0010 4998806 4999684 9
NC_014019 COG0421 4999760 5000587 10
NC_014019 COG0744 5000854 5002920 21
NC_014019 COG1994 5003490 5004134 6
NC_014019 COG1942 5004409 5004594 1
NC_014019 COG3465 5004641 5005150 4
NC_014019 COG1078 5005174 5006481 12
NC_014019 COG0095 5007904 5008755 14
NC_014019 COG0280 5008787 5009758 12
NC_014019 COG3253 5010035 5010778 7
NC_014019 COG2363 5011910 5012281 1
NC_014019 COG0692 5012718 5013392 14
NC_014019 COG0364 5014322 5015824 13
NC_014019 COG0362 5015867 5017279 21
NC_014019 COG2508 5017676 5018911 11
NC_014019 COG0686 5019154 5020287 14
NC_014019 COG0351 5021404 5022228 11
NC_014019 COG0561 5022262 5023131 8
NC_014019 COG0637 5023220 5023927 7
NC_014019 COG1263 5024203 5025840 20
NC_014019 COG3568 5025845 5026630 8
NC_014019 COG0438 5026922 5028022 12
NC_014019 COG1215 5028019 5028957 5
NC_014019 COG0728 5031369 5032871 17
NC_014019 COG0025 5034301 5036100 15
NC_014019 COG4987 5036331 5038079 14
NC_014019 COG4988 5038076 5039773 20
NC_014019 COG1294 5039788 5040804 9
NC_014019 COG1271 5040791 5042197 14
NC_014019 COG3610 5042498 5042953 2
NC_014019 COG2966 5042968 5043729 12
NC_014019 COG1609 5043874 5044884 14
NC_014019 COG0627 5044980 5045756 9
NC_014019 COG2814 5045946 5047331 12
NC_014019 COG0014 5047365 5048609 17
NC_014019 COG0263 5048606 5049430 4
NC_014019 COG1966 5049684 5051492 14
